x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,horizontal,vertical,clockwise circle,counterclockwise circle,nothing
15,19,15,18,17,15,16,14,11,8,10,3,5,-2,4,-5,-5,-7,-6,-8,-8,-10,-12,-9,-16,-12,-18,-11,-21,-11,0,0,1,0,0
-6,-25,-14,-19,-15,-17,-15,-11,-15,-5,-15,0,-15,2,-13,4,-8,10,6,13,12,12,19,13,21,12,26,12,35,6,0,0,1,0,0
-15,-30,-16,-26,-18,-22,-19,-13,-18,-10,-18,-5,-18,-1,-6,12,-1,13,5,16,12,17,18,15,23,15,29,13,39,13,0,0,1,0,0
-12,-1,-11,0,-11,1,-9,2,-7,5,-4,3,-2,3,0,3,1,2,4,0,5,-1,6,-3,10,-5,11,-7,11,-10,0,0,1,0,0
-9,7,-6,7,-4,8,0,7,1,6,4,5,5,4,11,1,11,-2,16,-4,14,-7,-8,-13,-9,-10,-9,-9,-10,-5,0,0,1,0,0
18,7,21,3,22,2,16,-9,12,-10,10,-14,-1,-16,-8,-16,-11,-12,-13,-9,-18,6,-19,12,-16,15,-12,21,2,27,0,0,1,0,0
2,21,8,14,10,10,13,7,15,5,17,1,14,-6,10,-8,-1,-16,-6,-15,-11,-14,-13,-14,-16,-6,-18,0,-18,14,0,0,1,0,0
29,5,27,5,26,3,22,1,16,-5,14,-9,7,-8,3,-9,-4,-11,-7,-10,-13,-7,-26,3,-29,8,-30,15,-31,22,0,0,1,0,0
14,-16,12,-20,1,-22,-6,-22,-9,-18,-11,-15,-16,0,-17,6,-14,9,-10,15,4,21,6,19,13,20,17,17,23,10,0,0,1,0,0
-23,12,-19,12,-13,12,-9,11,-5,10,-4,9,0,7,4,4,13,-1,13,-3,12,-7,11,-11,11,-15,8,-17,2,-20,0,0,1,0,0
-12,22,-5,19,-2,18,4,14,10,11,13,5,13,3,13,0,12,-10,6,-9,1,-16,-4,-18,-9,-20,-16,-19,-29,-1,0,0,1,0,0
10,17,13,15,12,13,12,10,14,4,12,0,12,-3,11,-6,1,-10,-2,-12,-6,-10,-9,-9,-21,-4,-25,-3,-27,1,0,0,1,0,0
2,-14,1,-12,0,-12,-1,-8,-2,-6,-3,-1,-5,3,-4,4,-4,5,-2,6,0,9,3,7,5,7,7,7,8,6,0,0,1,0,0
-7,9,-5,10,-2,10,8,11,21,7,20,7,17,-12,0,-8,-2,-7,-4,-6,-5,-5,-6,-5,-8,-3,-10,-2,-12,-2,0,0,1,0,0
-23,-11,-24,-7,-23,-5,-23,-1,-20,2,-11,11,-9,12,-5,12,-1,12,11,5,17,4,22,1,25,-6,30,-14,30,-21,0,0,1,0,0
6,-35,3,-30,-4,-26,-11,-12,-15,-6,-11,0,-10,3,-12,8,-7,14,2,15,5,15,4,18,12,15,19,13,20,14,0,0,1,0,0
-2,-29,-5,-27,-8,-24,-9,-18,-10,-14,-9,-7,-9,-1,-8,2,-6,8,2,17,6,19,9,20,14,20,17,20,25,19,0,0,1,0,0
-11,10,-9,10,-6,10,-4,9,1,6,2,6,3,4,6,1,7,-3,7,-5,6,-6,3,-8,1,-10,0,-11,-3,-11,0,0,1,0,0
33,7,31,3,29,1,14,-8,10,-10,5,-9,2,-9,-4,-7,-7,-2,-10,-3,-15,-1,-19,4,-22,6,-25,9,-26,15,0,0,1,0,0
27,-3,27,-6,26,-9,16,-13,13,-15,9,-13,6,-12,-6,-7,-10,-6,-12,-2,-13,2,-19,16,-20,19,-21,22,-22,25,0,0,1,0,0
-23,21,-15,20,-11,19,-8,16,-5,15,0,11,4,7,5,4,8,-3,8,-8,14,-11,10,-16,7,-20,6,-25,3,-29,0,0,1,0,0
12,0,12,-1,11,-2,10,-3,7,-3,5,-4,-2,-4,-3,-2,-4,-2,-5,-2,-7,3,-8,3,-9,5,-9,7,-11,13,0,0,1,0,0
12,5,12,2,11,0,11,-1,11,-4,8,-4,3,-5,-3,-5,-4,-4,-5,-4,-5,-4,-10,1,-11,2,-15,11,-16,12,0,0,1,0,0
20,-16,17,-17,14,-18,7,-16,5,-14,-2,-9,-5,-3,-10,0,-8,4,-12,11,-11,14,-8,14,-6,15,1,16,3,19,0,0,1,0,0
15,-24,12,-18,8,-19,3,-18,-3,-7,-6,-4,-8,0,-10,3,-8,8,-6,10,-7,12,-5,13,2,14,8,14,12,14,0,0,1,0,0
10,-4,10,-6,10,-9,3,-11,1,-11,-1,-11,-1,-10,-5,-3,-6,-2,-7,4,-8,6,-6,9,-3,10,-3,14,-2,17,0,0,1,0,0
-23,27,-18,28,3,21,5,17,10,16,12,14,13,1,13,-3,11,-7,8,-15,6,-12,0,-17,-4,-20,-11,-22,-17,-22,0,0,1,0,0
0,12,1,10,5,8,6,6,6,3,5,1,5,0,5,-2,3,-5,0,-6,-2,-6,-7,-7,-9,-6,-10,-5,-11,-4,0,0,1,0,0
-13,-13,-12,-6,-12,-4,-10,0,-9,3,-5,6,-3,7,0,7,2,7,6,6,8,5,10,2,11,-2,12,-6,14,-8,0,0,1,0,0
9,-22,5,-21,-3,-17,-5,-13,-8,-6,-10,-2,-8,2,-9,5,-8,6,-7,9,0,11,5,11,9,11,12,11,17,7,0,0,1,0,0
-10,11,-7,11,-5,10,0,7,1,7,2,5,5,2,6,-2,6,-4,5,-5,2,-7,0,-9,-1,-10,-4,-10,-7,-9,0,0,1,0,0
21,-12,16,-15,12,-15,8,-17,5,-15,-2,-13,-5,-10,-11,4,-13,9,-13,11,-12,13,-9,14,-2,17,0,17,6,14,0,0,1,0,0
9,13,14,10,15,8,18,4,19,3,13,-8,9,-9,7,-13,-4,-15,-11,-15,-14,-11,-16,-8,-21,7,-22,13,-19,16,0,0,1,0,0
-23,-17,-22,-13,-20,-10,-16,-4,-12,-3,-8,0,-7,2,-1,4,1,4,10,6,11,6,13,7,16,7,26,8,39,4,0,0,1,0,0
-5,-5,-6,-3,-3,-1,-3,0,-2,0,-1,0,-1,0,0,0,1,1,1,1,2,1,5,1,5,1,6,1,6,1,0,0,1,0,0
13,-9,12,-10,9,-10,6,-9,1,-8,-2,-5,-3,-4,-3,-1,-4,1,-6,5,-6,7,-5,9,-4,12,-3,14,-1,14,0,0,1,0,0
9,-20,8,-19,6,-17,3,-13,2,-10,-2,-7,-4,-6,-7,3,-7,7,-6,12,-5,13,-1,15,0,15,3,15,4,15,0,0,1,0,0
-8,19,-7,18,-3,16,1,13,10,8,10,6,9,2,8,-2,8,-6,5,-8,-1,-11,-3,-17,-6,-19,-9,-13,-13,-14,0,0,1,0,0
20,7,19,3,19,-1,16,-3,10,-6,8,-12,5,-14,2,-8,-2,-9,-7,-8,-13,3,-16,6,-18,10,-20,13,-18,18,0,0,1,0,0
21,-21,16,-20,12,-20,8,-18,4,-17,-4,-10,-4,-9,-6,-3,-6,-1,-9,10,-8,16,-8,18,-6,24,-5,30,-4,26,0,0,1,0,0
17,28,20,26,23,21,23,14,22,5,19,-1,16,-1,9,0,0,-13,-6,-14,-10,-16,-19,-20,-37,-13,-40,-9,-41,-15,0,0,1,0,0
49,0,30,-14,24,-18,14,-18,9,-18,16,-22,6,-17,0,-14,-9,-12,-18,3,-23,10,-27,15,-28,24,-26,41,-23,44,0,0,1,0,0
-27,16,-23,16,-20,15,-16,14,-11,13,-7,11,-1,10,2,6,5,5,13,-5,16,-10,17,-13,19,-18,20,-25,18,-28,0,0,1,0,0
-13,-5,-12,0,-11,1,-7,3,-6,3,-3,3,-2,3,-3,2,-2,3,3,2,7,1,10,-1,13,-1,15,-2,15,-3,0,0,1,0,0
-16,16,-14,16,-8,13,-6,11,-4,10,10,4,11,2,11,2,14,-2,11,-7,9,-11,2,-14,-2,-14,-5,-15,-8,-16,0,0,1,0,0
-10,-42,-19,-27,-24,-20,-28,-15,-29,-6,-27,11,-24,14,-18,17,-6,17,11,16,16,15,26,12,34,10,43,0,51,-6,0,0,1,0,0
-2,-12,-4,-7,-5,-7,-6,-5,-6,-3,-8,3,-7,4,-4,4,-1,5,2,5,4,6,8,5,9,4,12,3,13,2,0,0,1,0,0
-33,-15,-34,-3,-32,2,-30,5,-27,5,-22,6,-4,8,2,7,9,5,16,5,20,3,27,-1,36,-6,37,-10,39,-14,0,0,1,0,0
13,29,14,25,17,23,20,18,20,11,19,2,16,-4,13,-4,6,-3,-3,-16,-9,-17,-13,-19,-22,-23,-40,-16,-43,-12,0,0,1,0,0
9,7,12,5,11,3,9,0,8,-5,6,-5,3,-4,1,-6,-1,-5,-3,-4,-5,-3,-10,1,-11,3,-13,7,-14,9,0,0,1,0,0
-15,2,-12,6,-11,7,-8,9,-5,11,0,11,5,8,6,6,7,3,6,-1,7,-5,7,-10,7,-12,7,-15,0,-17,0,0,1,0,0
-3,-36,-4,-42,-10,-36,-20,-24,-22,-15,-24,-6,-21,7,-17,15,-10,19,-6,20,11,21,21,22,27,20,36,19,44,15,0,0,1,0,0
28,-4,21,-7,18,-9,15,-10,4,-15,1,-11,-2,-7,-8,-9,-14,-3,-13,4,-13,9,-13,12,-12,15,-9,17,-8,19,0,0,1,0,0
8,23,13,22,15,20,16,7,16,3,14,-1,11,-9,9,-6,3,-11,-1,-14,-8,-16,-14,-16,-17,-15,-29,0,-32,5,0,0,1,0,0
-8,-34,-11,-27,-12,-23,-14,-19,-15,-10,-14,-7,-14,-2,-14,2,-2,15,3,16,9,19,16,20,22,18,27,18,33,16,0,0,1,0,0
-15,16,-12,16,-3,11,2,9,5,7,8,7,10,3,8,-2,7,-5,7,-6,4,-9,4,-10,-2,-12,-6,-12,-9,-12,0,0,1,0,0
26,-16,17,-22,11,-23,7,-24,2,-24,-6,-15,-7,-7,-12,2,-12,9,-12,13,-9,18,-7,19,-4,21,-2,22,1,24,0,0,1,0,0
-25,18,-20,19,-16,19,-7,18,10,16,19,10,36,6,39,-2,40,-6,40,-36,39,-40,13,-55,-61,4,-59,9,-47,12,0,0,1,0,0
-44,15,-35,18,-27,18,-22,19,-18,19,-9,18,8,16,17,10,34,6,37,-2,38,-6,38,-36,37,-40,11,-55,-63,4,0,0,1,0,0
-6,-27,-10,-26,-19,-7,-21,-1,-19,9,-19,11,-6,12,-3,14,4,11,7,10,13,6,19,3,22,-3,22,-5,22,-8,0,0,1,0,0
3,-35,-1,-33,-4,-33,-11,-26,-16,-17,-17,-14,-18,-10,-19,-6,-4,14,-1,19,9,26,13,28,16,29,20,29,22,28,0,0,1,0,0
36,-10,32,-11,29,-14,27,-16,21,-18,4,-16,-3,-16,-6,-11,-13,-7,-20,7,-24,13,-20,19,-19,22,-21,27,-16,33,0,0,1,0,0
-21,14,-17,15,-4,16,-1,19,2,14,5,8,10,5,11,3,14,-1,15,-2,9,-13,5,-14,3,-18,-8,-20,-15,-20,0,0,1,0,0
0,23,3,18,6,12,11,9,12,7,15,3,16,2,10,-9,6,-10,4,-14,-7,-16,-14,-16,-17,-12,-19,-9,-24,6,0,0,1,0,0
21,-29,14,-31,11,-30,5,-27,-8,-17,-11,-12,-12,-5,-13,2,-14,14,-12,19,-10,22,-7,22,-2,23,16,25,22,24,0,0,1,0,0
-32,8,-31,10,-28,12,-21,16,-17,15,-12,16,9,9,11,5,16,4,18,2,19,-11,19,-15,17,-19,14,-27,12,-24,0,0,1,0,0
-10,-27,-13,-23,-15,-20,-20,-5,-21,1,-18,4,-14,10,0,16,2,14,9,15,13,12,19,5,21,1,24,-2,26,-4,0,0,1,0,0
-42,-17,-43,-8,-41,9,-38,12,-32,15,-20,15,-3,14,2,13,12,10,20,8,29,-2,37,-8,38,-11,38,-17,38,-24,0,0,1,0,0
9,33,11,26,11,20,16,6,14,2,14,-1,11,-5,7,-9,-2,-11,-5,-13,-9,-15,-12,-14,-16,-11,-26,-1,-29,2,0,0,1,0,0
0,18,0,17,1,15,7,4,5,3,5,2,4,1,4,0,5,-3,4,-4,2,-9,1,-12,1,-12,-21,-12,-23,-11,0,0,1,0,0
34,-14,31,-17,29,-19,23,-21,6,-19,-1,-19,-4,-14,-11,-10,-18,4,-22,10,-18,16,-17,19,-19,24,-14,30,-5,31,0,0,1,0,0
28,-17,23,-19,19,-20,13,-23,3,-24,-7,-15,-9,-7,-12,-2,-14,4,-14,16,-12,17,-12,21,-8,21,-1,23,1,22,0,0,1,0,0
22,17,21,16,16,10,15,5,10,0,9,-3,0,-5,-1,-6,-3,-8,-7,-7,-11,-10,-13,-9,-16,-9,-22,1,-25,4,0,0,1,0,0
-2,-22,-2,-20,-3,-14,-3,-13,-3,-10,-2,-10,-2,-3,-2,3,-2,3,-3,7,-1,14,-1,16,8,15,8,16,6,22,0,0,1,0,0
14,-21,10,-21,9,-17,5,-16,-3,-12,-5,-8,-8,-1,-10,3,-8,7,-9,10,-8,11,-7,14,0,16,5,16,9,16,0,0,1,0,0
-9,-26,-11,-21,-13,-12,-14,-7,-15,-1,-14,4,-7,8,-4,9,0,10,5,11,9,8,14,7,16,6,19,4,26,2,0,0,1,0,0
-15,-52,-19,-47,-31,-26,-34,-19,-24,10,-22,12,-17,13,-8,16,0,16,5,17,9,17,18,16,35,14,44,8,61,4,0,0,1,0,0
-5,-51,-10,-48,-14,-43,-26,-22,-29,-15,-19,14,-17,16,-12,17,-3,20,5,20,10,21,14,21,23,20,40,18,49,12,0,0,1,0,0
-14,9,-10,9,-8,8,-5,8,-4,6,-1,6,1,3,3,2,4,-1,5,-6,6,-6,5,-8,6,-10,5,-13,6,-16,0,0,1,0,0
-27,-12,-27,-9,-23,-6,-20,-5,-17,-2,-13,0,-8,0,-6,0,2,2,5,3,11,4,15,4,28,5,37,6,41,7,0,0,1,0,0
17,13,17,10,19,4,17,0,17,-3,16,-6,6,-10,3,-12,-1,-10,-4,-9,-16,-4,-20,-3,-22,1,-23,5,-29,19,0,0,1,0,0
-24,-50,-36,-29,-39,-22,-29,7,-27,9,-22,10,-13,13,-5,13,0,14,4,14,13,13,30,11,39,5,56,1,59,-7,0,0,1,0,0
22,-17,17,-15,9,-18,5,-19,2,-18,-1,-12,-6,-9,-9,-5,-11,0,-9,6,-9,15,-9,18,-5,21,-2,22,1,25,0,0,1,0,0
12,-26,10,-25,7,-25,1,-15,-2,-12,-4,-9,-4,0,-7,6,-8,9,-7,13,-4,15,-1,19,3,20,3,18,9,17,0,0,1,0,0
10,-23,7,-19,4,-15,-2,-17,-8,-11,-7,-4,-7,1,-7,4,-6,7,-3,9,-2,11,-2,12,3,13,7,13,13,13,0,0,1,0,0
14,-10,6,-12,4,-13,-6,-11,-7,-10,-8,-8,-7,-1,-7,1,-5,5,-4,8,0,11,2,12,5,12,7,12,11,11,0,0,1,0,0
11,-10,9,-10,4,-11,2,-10,1,-9,0,-8,-2,-3,-3,-1,-3,0,-4,4,-4,10,-4,11,-2,12,-1,12,3,12,0,0,1,0,0
-18,5,-16,5,-7,7,-6,7,-4,8,-1,8,9,9,22,5,21,5,18,-14,1,-10,-1,-9,-3,-8,-4,-7,-5,-7,0,0,1,0,0
-7,-17,-10,-8,-10,-4,-9,1,-8,2,-4,4,-3,4,0,4,1,4,0,3,1,4,6,3,10,2,13,0,16,0,0,0,1,0,0
14,-5,13,-6,9,-8,7,-8,2,-9,-1,-7,-2,-5,-3,-5,-4,-1,-5,1,-6,6,-8,10,-7,11,-7,12,-5,13,0,0,1,0,0
15,-2,15,-3,15,-6,12,-6,7,-7,1,-7,0,-6,-1,-6,-1,-6,-6,-1,-7,0,-11,9,-12,10,-12,11,-11,12,0,0,1,0,0
-12,-18,-11,-11,-11,-6,-11,-3,-10,0,-7,2,-6,4,-6,5,-1,6,3,6,9,6,13,5,17,4,18,3,22,1,0,0,1,0,0
-17,-4,-19,1,-19,3,-18,5,-15,6,-8,9,-6,9,0,6,2,4,4,3,18,-3,19,-5,19,-5,22,-9,19,-14,0,0,1,0,0
-11,8,-7,11,-3,10,-1,8,1,7,4,3,3,3,5,-1,4,-2,5,-3,5,-5,4,-8,3,-10,-5,-12,-7,-13,0,0,1,0,0
6,9,9,6,10,2,10,0,9,-1,6,-3,4,-5,3,-6,0,-6,-3,-5,-8,-4,-11,-1,-12,0,-12,3,-13,5,0,0,1,0,0
-30,5,-23,6,-21,9,-21,9,-16,8,-7,7,-2,7,5,5,10,3,16,-2,17,-8,20,-9,18,-11,17,-12,15,-18,0,0,1,0,0
20,10,22,4,20,0,20,-3,19,-6,9,-10,6,-12,2,-10,-1,-9,-13,-4,-17,-3,-19,1,-20,5,-26,19,-27,22,0,0,1,0,0
-3,37,5,35,14,25,22,19,23,16,23,10,23,3,11,-9,5,-17,0,-21,-6,-22,-20,-24,-27,-21,-32,-18,-36,-13,0,0,1,0,0
-4,15,-3,13,0,11,2,9,3,8,2,3,3,1,3,-2,2,-5,0,-6,0,-8,0,-9,-1,-10,-2,-11,-5,-11,0,0,1,0,0
-7,14,-4,12,-3,11,-1,10,1,9,2,6,2,5,4,3,4,-4,4,-7,3,-8,2,-9,-2,-11,-4,-11,-9,-12,0,0,1,0,0
-28,-21,-29,-14,-30,-2,-28,3,-26,6,-23,6,-18,7,0,9,6,8,13,6,20,6,24,4,31,0,40,-5,41,-9,0,0,1,0,0
-14,36,-4,36,11,29,19,26,19,21,22,18,20,1,17,-1,12,-8,8,-11,-11,-25,-17,-29,-27,-29,-32,-29,-25,-33,0,0,1,0,0
11,-7,11,-10,4,-12,2,-12,0,-12,0,-11,-4,-4,-5,-3,-6,3,-7,5,-5,8,-2,9,-2,13,-1,16,1,17,0,0,1,0,0
-23,2,-17,4,-15,4,-6,6,-5,6,-3,7,0,7,10,8,23,4,22,4,19,-15,2,-11,0,-10,-2,-9,-3,-8,0,0,1,0,0
-10,-19,-8,-16,4,-8,5,-8,5,-4,5,-3,4,-2,4,-2,0,5,-1,5,-2,6,-3,8,-4,10,-3,10,-2,11,0,0,1,0,0
33,-6,27,-12,25,-16,18,-15,14,-16,7,-18,4,-17,-2,-14,-15,-4,-18,1,-19,8,-20,15,-21,27,-19,32,-17,35,0,0,1,0,0
23,6,23,4,23,1,22,-9,16,-8,11,-15,6,-17,1,-19,-6,-18,-19,0,-21,5,-23,12,-21,20,-19,22,-15,23,0,0,1,0,0
-6,13,-3,12,-2,11,2,9,5,5,8,3,7,1,5,-2,4,-7,2,-7,-1,-6,-3,-8,-5,-7,-7,-6,-9,-5,0,0,1,0,0
-14,18,-8,15,-6,13,-4,12,10,6,11,4,11,4,14,0,11,-5,9,-9,2,-12,-2,-12,-5,-13,-8,-14,-15,-12,0,0,1,0,0
-44,-11,-44,-7,-32,6,-27,7,-21,10,-14,11,-8,9,-3,9,3,7,13,7,28,0,36,-3,36,-8,39,-11,37,-28,0,0,1,0,0
15,-29,12,-28,8,-25,-2,-15,-5,-12,-7,-8,-7,-1,-7,3,-8,7,-7,9,-7,13,-4,16,5,25,7,26,11,26,0,0,1,0,0
45,2,42,2,35,3,26,-10,20,-11,16,-13,7,-17,-11,-10,-14,-6,-15,-12,-21,-6,-31,6,-33,15,-35,24,-32,37,0,0,1,0,0
17,-34,24,-38,14,-33,8,-30,-1,-28,-10,-13,-15,-6,-19,-1,-20,8,-18,25,-15,28,-9,31,3,31,20,30,25,29,0,0,1,0,0
-18,4,-14,6,-11,7,-7,7,-5,6,-2,6,-1,4,2,4,4,1,6,0,7,-3,8,-8,9,-8,8,-10,9,-12,0,0,1,0,0
-33,-23,-37,-18,-38,-9,-36,8,-33,11,-27,14,-15,14,2,13,7,12,17,9,25,7,34,-3,42,-9,43,-12,43,-18,0,0,1,0,0
11,17,20,11,37,7,40,-1,41,-5,41,-35,40,-39,14,-54,-60,5,-58,10,-46,13,-28,17,-22,18,-19,19,-12,18,0,0,1,0,0
14,-7,11,-7,9,-8,2,-8,1,-6,0,-6,-1,-6,-3,-1,-4,-1,-5,1,-5,3,-7,9,-6,10,-3,10,0,11,0,0,1,0,0
16,-4,16,-7,13,-7,8,-8,2,-8,1,-7,0,-7,0,-7,-5,-2,-6,-1,-10,8,-11,9,-11,10,-10,11,-6,13,0,0,1,0,0
-11,-9,-11,-5,-10,0,-9,1,-5,3,-4,3,-1,3,0,3,-1,2,0,3,5,2,9,1,12,-1,15,-1,17,-2,0,0,1,0,0
2,-31,-1,-29,-6,-21,-8,-16,-10,-7,-11,-2,-12,4,-11,9,-4,13,-1,14,3,15,8,16,12,13,17,12,19,11,0,0,1,0,0
14,-4,13,-5,10,-5,8,-6,1,-6,0,-4,-1,-4,-2,-4,-4,1,-5,1,-6,3,-6,5,-8,11,-7,12,-4,12,0,0,1,0,0
5,-16,3,-16,1,-16,1,-15,-3,-8,-4,-7,-5,-1,-6,1,-4,4,-1,5,-1,9,0,12,2,13,4,14,5,16,0,0,1,0,0
-27,15,-22,15,-19,15,-11,14,-7,13,-4,10,-1,9,4,5,8,1,9,-2,12,-9,12,-14,18,-17,14,-22,11,-26,0,0,1,0,0
-21,34,-16,33,-6,30,2,28,11,18,19,12,20,9,20,3,20,-4,8,-16,2,-24,-3,-28,-9,-29,-23,-31,-30,-28,0,0,1,0,0
-18,-7,-16,-3,-17,0,-16,1,-15,4,-8,6,-3,6,1,6,4,6,9,2,13,0,17,-2,19,-3,20,-4,17,-10,0,0,1,0,0
22,-23,12,-24,8,-24,1,-22,-2,-20,-6,-19,-15,0,-17,6,-15,16,-15,18,-2,19,1,21,8,18,11,17,17,13,0,0,1,0,0
41,33,39,16,36,14,31,7,27,4,8,-10,2,-14,-8,-14,-13,-14,-6,-18,-16,-13,-22,-10,-31,-8,-40,7,-45,14,0,0,1,0,0
-23,0,-22,2,-16,4,-14,4,-5,6,-4,6,-2,7,1,7,11,8,24,4,23,4,20,-15,3,-11,1,-10,-1,-9,0,0,1,0,0
18,13,19,12,16,6,16,2,15,0,14,-1,7,-4,4,-6,1,-7,-10,-12,-13,-8,-16,-4,-22,-6,-28,0,-27,7,0,0,1,0,0
-4,1,-3,4,-1,5,1,6,2,8,10,5,11,4,13,1,15,-1,-6,-9,-8,-9,-8,-7,-8,-6,-6,-4,-4,0,0,0,1,0,0
-19,13,-13,12,-10,11,-5,11,0,9,7,6,10,4,11,0,11,-1,11,-2,6,-10,4,-12,1,-14,-7,-18,-11,-18,0,0,1,0,0
-25,0,-23,3,-23,4,-20,7,-18,6,-9,7,2,3,4,3,8,1,10,-2,15,-4,20,-4,21,-9,22,-9,22,-11,0,0,1,0,0
-18,-42,-28,-30,-30,-21,-32,-12,-29,1,-25,9,-18,13,-14,14,3,15,13,16,19,14,28,13,36,9,46,0,49,-3,0,0,1,0,0
11,24,16,16,16,9,17,5,15,5,14,3,10,1,4,-5,2,-9,-5,-8,-9,-9,-16,-11,-19,-10,-25,-7,-38,3,0,0,1,0,0
3,26,5,22,10,21,12,19,13,6,13,2,11,-2,8,-10,6,-7,0,-12,-4,-15,-11,-17,-17,-17,-20,-16,-32,-1,0,0,1,0,0
0,-15,-1,-14,-3,-9,-4,-7,-4,-6,-5,-2,-5,4,-5,5,-3,6,-2,6,2,6,3,6,5,6,8,6,10,5,0,0,1,0,0
12,10,13,4,16,3,14,1,13,0,11,-6,7,-6,4,-8,3,-8,-3,-7,-10,-5,-18,2,-19,4,-18,8,-19,9,0,0,1,0,0
34,-25,28,-27,11,-25,4,-25,1,-20,-6,-16,-13,-2,-17,4,-13,10,-12,13,-14,18,-9,24,0,25,3,25,2,28,0,0,1,0,0
8,-27,3,-26,-2,-25,-4,-25,-7,-17,-9,-11,-9,3,-11,7,-10,12,-2,13,-1,16,4,19,8,19,11,18,17,16,0,0,1,0,0
8,-15,6,-20,4,-17,0,-15,-6,-11,-13,-2,-12,2,-14,5,-14,7,-9,12,-5,13,8,14,11,17,14,12,17,6,0,0,1,0,0
38,7,41,-1,42,-5,42,-35,41,-39,15,-54,-59,5,-57,10,-45,13,-27,17,-21,18,-18,19,-11,18,10,15,13,13,0,0,1,0,0
17,22,22,8,20,4,20,1,17,-3,13,-7,4,-9,1,-11,-3,-13,-6,-12,-10,-9,-20,1,-23,4,-25,8,-25,15,0,0,1,0,0
-24,24,-19,23,-15,21,-9,20,-6,16,-3,15,5,5,8,0,9,-3,11,-8,12,-15,10,-18,12,-23,9,-26,7,-29,0,0,1,0,0
25,-6,16,-8,15,-9,13,-11,9,-10,5,-13,3,-12,0,-12,-6,-2,-9,1,-11,4,-11,13,-14,19,-15,22,-14,26,0,0,1,0,0
-4,22,-4,21,-3,19,6,14,9,10,9,8,12,6,12,6,10,-6,8,-9,3,-13,-3,-16,-14,-23,-20,-19,-22,-24,0,0,1,0,0
-2,16,3,14,9,9,10,3,13,2,11,0,10,-1,8,-7,4,-7,1,-9,0,-9,-6,-8,-13,-6,-21,1,-22,3,0,0,1,0,0
-16,-4,-14,0,-13,3,-9,6,-7,7,-4,7,-2,7,2,6,4,5,6,2,7,-2,8,-6,10,-8,13,-12,12,-13,0,0,1,0,0
21,-10,18,-10,13,-11,7,-11,6,-10,5,-10,5,-10,0,-5,-1,-4,-5,5,-6,6,-6,7,-5,8,-1,10,-45,46,0,0,1,0,0
15,-3,12,-5,10,-7,9,-8,6,-8,3,-7,-2,-6,-5,-3,-6,-2,-6,1,-7,3,-9,7,-9,9,-8,11,-7,14,0,0,1,0,0
14,17,15,12,16,12,16,10,14,4,12,1,10,0,6,0,1,-3,0,-4,-11,-9,-16,-7,-24,-10,-28,-11,-31,-10,0,0,1,0,0
-17,-8,-17,-5,-16,-2,-13,0,-12,2,-12,3,-7,4,-3,4,3,4,7,3,11,2,12,1,16,-1,20,-4,29,-9,0,0,1,0,0
-56,5,-44,8,-26,12,-20,13,-17,14,-10,13,11,10,14,8,18,3,25,3,25,-9,25,-13,22,-18,16,-23,12,-27,0,0,1,0,0
-30,6,-23,10,-20,11,-16,12,-11,13,-7,10,-2,9,0,8,3,6,10,4,15,-1,17,-8,17,-14,22,-28,20,-32,0,0,1,0,0
18,-27,14,-28,11,-26,3,-21,0,-19,-5,-11,-7,-6,-9,3,-10,8,-11,14,-10,19,-3,23,0,24,4,25,9,26,0,0,1,0,0
-19,23,-12,23,-8,21,-1,17,8,12,9,8,11,4,16,-2,13,-8,12,-11,6,-15,3,-19,-7,-20,-11,-20,-18,-18,0,0,1,0,0
3,-36,0,-32,-1,-38,-7,-32,-17,-20,-19,-11,-21,-2,-18,11,-14,19,-7,23,-3,24,14,25,24,26,30,24,39,23,0,0,1,0,0
21,-13,13,-19,9,-19,8,-15,4,-14,-4,-10,-6,-6,-9,1,-11,5,-9,9,-10,12,-9,13,-8,16,-1,18,4,18,0,0,1,0,0
1,15,3,13,4,12,3,7,4,5,4,2,3,-1,1,-2,1,-4,1,-5,0,-6,-1,-7,-4,-7,-6,-8,-13,-8,0,0,1,0,0
20,11,37,7,40,-1,41,-5,41,-35,40,-39,14,-54,-60,5,-58,10,-46,13,-28,17,-22,18,-19,19,-12,18,9,15,0,0,1,0,0
1,-13,-2,-10,-2,-8,-3,-6,-4,-5,-3,-4,-3,-2,-3,0,-3,2,-1,4,1,6,2,7,4,9,7,9,13,9,0,0,1,0,0
27,-1,25,-3,22,-5,14,-9,10,-9,7,-11,4,-7,-3,-7,-7,-4,-8,1,-11,4,-16,10,-19,13,-19,15,-20,17,0,0,1,0,0
3,-20,2,-17,-2,-14,-4,-13,-7,-4,-7,0,-6,5,-5,6,-1,8,0,8,3,8,4,8,3,7,4,8,9,7,0,0,1,0,0
32,-14,27,-15,25,-19,11,-19,7,-17,2,-13,-2,-11,-5,-11,-12,-4,-17,5,-18,8,-19,12,-20,16,-5,36,-2,41,0,0,1,0,0
-1,-25,-8,-25,-11,-21,-13,-18,-18,-3,-19,3,-16,6,-12,12,2,18,4,16,11,17,15,14,21,7,23,3,26,0,0,0,1,0,0
