x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,horizontal,vertical,clockwise circle,counterclockwise circle,nothing
2,12,1,11,0,9,-1,7,-1,6,-1,3,0,2,0,1,0,-1,-2,-2,-2,-3,0,-8,0,-10,0,-12,0,-13,0,1,0,0,0
-1,15,1,12,0,11,0,8,-1,6,-1,0,-2,-2,-2,-4,-1,-6,-1,-7,-1,-7,0,-7,0,-7,2,-8,3,-10,0,1,0,0,0
-2,9,-1,8,0,6,0,6,0,6,0,5,1,3,0,1,-1,0,0,-1,0,-3,0,-3,0,-9,-1,-11,-2,-15,0,1,0,0,0
0,13,0,11,0,10,0,4,1,3,1,2,1,1,1,0,0,-1,-1,-5,0,-6,0,-6,-1,-6,-2,-7,-2,-9,0,1,0,0,0
3,17,3,15,3,13,3,9,3,9,2,8,-2,4,0,0,0,-2,-2,-5,-1,-8,-2,-10,-3,-14,-3,-16,-4,-18,0,1,0,0,0
1,14,0,11,0,9,0,9,0,8,1,7,0,1,0,0,0,0,0,-3,0,-8,0,-9,0,-10,0,-12,1,-17,0,1,0,0,0
0,13,0,11,0,10,0,8,0,4,0,2,0,0,0,-1,0,-3,0,-4,1,-5,1,-7,1,-10,0,-11,0,-11,0,1,0,0,0
-2,-21,-3,-18,-2,-16,0,-14,0,-8,0,-5,0,-2,1,-1,1,6,1,8,1,9,0,12,1,15,1,15,1,15,0,1,0,0,0
4,-14,4,-13,2,-8,2,-7,2,-5,1,-5,1,-4,0,1,-1,4,-1,5,-2,6,-2,7,-3,12,-3,13,-2,15,0,1,0,0,0
-2,24,-2,23,-2,20,-2,19,-2,15,0,4,-1,3,0,-3,2,-6,1,-10,2,-11,2,-13,0,-16,0,-20,2,-23,0,1,0,0,0
2,26,0,25,0,21,0,18,1,16,-1,10,-1,7,-1,3,0,-4,0,-7,-1,-16,1,-21,0,-23,-2,-24,-2,-28,0,1,0,0,0
3,-13,3,-11,3,-9,2,-8,1,-7,0,-5,1,-2,0,2,0,3,0,4,-1,6,-1,8,-1,10,-1,11,-2,13,0,1,0,0,0
-2,-27,0,-17,-2,-13,0,-11,0,-8,1,-2,0,1,1,2,0,4,1,5,0,10,1,11,0,14,-1,16,0,19,0,1,0,0,0
1,-9,1,-8,1,-7,1,-3,1,-2,1,-2,1,-1,1,0,0,0,0,2,0,3,-1,4,0,4,-2,7,-2,9,0,1,0,0,0
-3,28,-2,27,-2,26,-2,24,-3,20,-3,13,-2,6,0,-6,2,-10,1,-10,2,-15,3,-24,3,-25,4,-24,4,-25,0,1,0,0,0
-3,-24,-2,-22,-2,-20,-1,-11,-2,-9,-1,-7,0,-4,1,4,1,7,2,9,3,11,3,14,2,17,2,18,-2,24,0,1,0,0,0
-1,-22,0,-19,-1,-16,0,-14,1,-10,1,-6,1,-4,1,-1,0,1,1,10,2,12,2,13,1,14,0,18,-1,20,0,1,0,0,0
1,11,1,10,0,9,0,9,-1,7,1,5,1,3,1,0,0,1,1,-4,1,-5,2,-7,2,-8,-3,-13,-3,-14,0,1,0,0,0
-1,29,-1,22,0,18,0,13,-1,11,1,2,1,-3,0,-3,-1,-6,-1,-12,-1,-10,0,-15,-1,-15,1,-20,1,-20,0,1,0,0,0
-2,15,-2,14,-2,13,-2,7,-2,6,-1,5,-1,4,-1,3,1,-4,1,-5,2,-6,2,-8,3,-11,4,-12,4,-14,0,1,0,0,0
-3,23,-2,21,-2,18,-2,15,-2,13,0,12,0,10,3,1,2,-2,2,-10,2,-13,2,-17,3,-18,1,-27,0,-27,0,1,0,0,0
2,42,2,36,2,30,2,19,1,13,1,8,-1,5,-1,-4,-1,-9,-2,-12,-1,-18,-1,-25,-1,-25,-1,-28,-1,-31,0,1,0,0,0
4,-14,3,-10,3,-8,1,-5,2,-4,1,-2,0,-1,-1,0,-2,4,-1,5,-3,6,-2,7,-3,8,-3,10,-3,13,0,1,0,0,0
0,-14,-1,-12,-1,-11,-1,-10,1,-5,1,-2,1,-1,0,0,0,1,0,4,0,5,-1,10,-1,11,0,13,1,16,0,1,0,0,0
1,16,1,14,0,12,-1,10,-2,10,0,5,0,4,1,2,1,-1,0,-2,2,-4,1,-10,1,-14,0,-21,1,-26,0,1,0,0,0
-1,-13,-1,-11,0,-10,0,-7,-1,-5,0,-4,0,-2,0,-1,1,2,0,5,1,6,1,7,2,11,2,12,1,14,0,1,0,0,0
-4,-25,-4,-27,-3,-22,-2,-20,-5,-11,-4,-11,-1,-6,-1,-4,0,3,1,9,1,15,3,22,5,24,4,23,5,29,0,1,0,0,0
0,13,1,12,2,12,2,12,2,11,0,7,2,3,2,2,2,1,1,-3,1,-8,2,-12,-3,-14,-2,-18,-5,-20,0,1,0,0,0
-4,21,-3,19,0,13,0,12,-2,11,-1,10,0,5,0,0,0,-1,0,-4,0,-5,0,-9,2,-20,1,-21,2,-27,0,1,0,0,0
-1,-44,-1,-42,0,-38,-1,-26,0,-16,0,-4,1,1,1,9,0,11,2,14,2,22,1,24,2,27,2,30,1,31,0,1,0,0,0
-5,-23,-5,-20,-4,-20,-4,-13,-4,-7,-4,-7,-5,-3,-3,4,-3,6,6,5,6,6,4,12,6,19,7,21,9,24,0,1,0,0,0
-4,17,-2,10,-2,9,-1,8,-1,6,0,3,1,2,1,0,1,-1,1,-7,2,-8,2,-9,2,-10,2,-11,1,-12,0,1,0,0,0
-3,25,-5,22,-3,18,-1,9,-1,3,0,1,1,-2,1,-6,1,-7,1,-9,1,-10,1,-11,1,-11,1,-11,0,-10,0,1,0,0,0
-3,-22,-3,-20,-4,-19,-3,-18,-3,-17,-2,-15,0,-8,1,-7,1,1,5,10,4,10,2,14,1,17,1,24,5,53,0,1,0,0,0
2,-12,2,-11,1,-9,1,-9,1,-7,1,-4,1,-2,-1,0,-1,1,-1,5,-1,7,-2,9,-3,11,-2,12,-2,15,0,1,0,0,0
-6,-27,-6,-20,-6,-14,-6,-14,-7,-10,-5,-3,-5,-1,4,-2,4,-1,2,5,4,12,5,14,7,17,7,19,7,19,0,1,0,0,0
-1,-13,0,-12,0,-5,0,-3,0,-2,-1,1,0,4,0,4,0,4,0,5,0,5,0,4,0,4,0,4,-1,2,0,1,0,0,0
-1,-26,-1,-24,-1,-19,1,-16,0,-12,-2,-5,1,0,1,3,1,6,1,7,1,10,3,14,0,17,1,19,-1,21,0,1,0,0,0
-2,-34,-1,-33,0,-32,-1,-28,0,-24,0,-16,0,-14,1,-10,0,2,1,12,1,24,2,29,2,37,1,39,3,42,0,1,0,0,0
-3,-42,-2,-41,-2,-33,2,-24,1,-24,-1,-20,-2,-17,-2,-10,2,19,2,24,1,27,1,30,2,33,2,37,2,38,0,1,0,0,0
2,-26,3,-18,1,-13,1,-10,1,-7,3,-5,3,-2,1,2,0,4,0,5,-1,8,-3,13,-3,15,-4,17,-5,17,0,1,0,0,0
-2,-19,1,-14,1,-11,1,-8,1,-7,1,-4,3,0,0,3,1,5,-1,7,-1,8,-1,8,-2,8,-2,9,-3,8,0,1,0,0,0
7,37,6,36,6,33,2,13,2,9,1,5,-2,-1,-1,-6,-1,-10,-1,-14,-3,-15,-4,-17,-4,-21,-4,-24,-3,-27,0,1,0,0,0
3,15,-1,13,0,11,0,9,-1,7,-2,5,-3,5,-1,0,-1,-1,0,-3,0,-6,-1,-7,1,-9,0,-15,0,-19,0,1,0,0,0
1,30,1,25,-1,22,-1,13,-1,8,-2,5,-1,-1,-1,-8,-1,-8,-1,-11,-1,-14,0,-14,0,-14,1,-14,1,-13,0,1,0,0,0
2,-18,2,-17,2,-13,2,-11,1,-9,0,-7,1,-6,1,-3,2,0,-2,1,-1,3,0,5,0,9,-6,31,-5,31,0,1,0,0,0
-2,16,-2,15,-2,12,-1,11,0,8,0,6,1,1,1,-1,1,-4,1,-5,1,-9,1,-10,0,-12,1,-16,0,-17,0,1,0,0,0
3,-13,3,-12,2,-10,2,-8,2,-6,2,-5,1,-3,0,1,0,3,-2,6,-1,7,-2,9,-3,10,-4,11,-5,15,0,1,0,0,0
-2,-14,-1,-11,-2,-8,-1,-7,-1,-6,0,-2,0,-1,-1,1,0,2,0,5,1,7,1,8,1,8,0,11,0,11,0,1,0,0,0
4,-26,2,-17,1,-14,1,-9,0,-8,-2,2,-2,3,0,6,1,7,0,8,0,9,0,10,1,10,1,10,1,10,0,1,0,0,0
0,-11,0,-7,0,-5,1,-4,0,-3,0,-2,1,-1,1,1,1,2,1,2,1,4,0,5,-1,4,-1,4,0,5,0,1,0,0,0
2,-15,3,-12,2,-8,2,-7,2,-6,1,-4,1,-2,1,0,1,1,0,3,-1,7,-1,9,-3,12,-2,13,-3,15,0,1,0,0,0
-1,-15,-1,-14,-1,-13,-1,-11,1,-7,-1,-4,-1,-2,0,-1,-1,3,-1,5,0,7,0,10,-1,13,-1,15,0,17,0,1,0,0,0
-1,13,-1,11,-2,10,-1,10,-1,7,0,5,0,2,-1,1,0,-2,0,-3,1,-5,2,-8,2,-9,2,-12,3,-13,0,1,0,0,0
-1,-12,0,-12,0,-11,1,-7,1,-5,2,-3,2,-2,1,0,1,0,1,2,1,5,1,7,-1,9,-1,10,-1,14,0,1,0,0,0
0,24,0,23,1,18,1,15,0,5,1,1,0,-2,0,-6,-1,-9,0,-11,-1,-9,-1,-10,-1,-11,-3,-10,-3,-10,0,1,0,0,0
-2,18,-3,16,-1,14,-2,10,-1,5,-1,3,-1,1,2,-4,1,-6,0,-7,0,-9,1,-10,2,-11,3,-12,3,-12,0,1,0,0,0
-1,15,0,11,0,9,-1,8,0,7,1,3,1,0,1,-2,1,-4,1,-5,1,-6,0,-9,0,-10,0,-10,0,-12,0,1,0,0,0
2,-11,2,-9,2,-8,1,-7,2,-7,0,-4,0,-2,0,0,-1,1,-2,2,-3,4,-2,7,-3,11,-3,12,-3,13,0,1,0,0,0
-1,13,-1,11,-1,9,-2,8,-1,8,-1,5,0,3,0,0,-1,-1,0,-4,0,-5,1,-7,2,-10,2,-11,2,-14,0,1,0,0,0
0,15,0,14,1,13,0,7,0,6,0,6,0,3,0,-2,0,-3,0,-4,0,-6,1,-11,2,-12,1,-13,1,-15,0,1,0,0,0
1,31,1,29,5,25,5,22,5,19,4,18,4,15,0,-5,0,-9,-1,-13,-4,-19,-3,-24,-3,-28,-3,-32,-5,-33,0,1,0,0,0
2,-19,2,-15,1,-15,1,-11,1,-9,1,-7,1,-6,0,2,0,4,-1,8,-2,10,-2,13,-3,14,-3,16,-4,18,0,1,0,0,0
-1,-15,0,-13,0,-10,-1,-7,-1,-5,0,-3,0,0,-1,3,0,4,0,6,0,8,1,9,1,10,1,10,1,10,0,1,0,0,0
3,20,4,18,-1,17,0,14,0,13,1,8,1,5,2,3,0,1,-1,-4,-1,-7,-3,-10,-3,-14,-2,-32,-4,-35,0,1,0,0,0
-1,-17,0,-16,-1,-12,-1,-10,0,-8,0,-5,-1,-2,-1,0,0,2,0,5,-1,8,0,9,0,11,0,13,1,14,0,1,0,0,0
-11,38,-11,35,-11,29,-10,18,4,12,4,5,5,1,5,-4,4,-6,6,-15,6,-20,5,-20,4,-23,4,-29,4,-27,0,1,0,0,0
1,-14,-1,-14,-1,-14,0,-11,-1,-11,-1,-8,-1,-3,0,-1,1,2,1,3,1,8,1,12,0,14,1,17,2,23,0,1,0,0,0
0,-25,-1,-19,-1,-16,0,-17,0,-7,0,-6,1,-6,1,-2,-1,1,2,6,0,14,0,16,-1,18,-2,20,-1,22,0,1,0,0,0
0,-20,-2,-16,0,-14,0,-11,1,-5,0,-2,1,-1,0,1,1,2,0,7,1,8,0,11,-1,13,0,16,-1,17,0,1,0,0,0
1,-13,2,-11,2,-10,1,-8,1,-8,1,-6,1,-3,1,-1,-1,1,-1,2,-1,6,-1,8,-2,10,-3,12,-2,13,0,1,0,0,0
-4,-14,-5,-13,-4,-11,-3,-10,-1,-8,-1,-6,-2,-5,-1,-4,-1,-3,0,-1,2,6,3,7,3,15,7,24,6,24,0,1,0,0,0
-3,-21,-3,-19,-2,-18,-2,-14,-1,-9,-2,-6,-1,-4,1,-2,1,4,1,7,1,10,2,11,2,18,2,20,2,21,0,1,0,0,0
-3,-9,-2,-8,-2,-7,-1,-7,-1,-6,-1,-3,0,-3,1,0,1,2,1,3,2,3,2,4,3,8,3,10,4,12,0,1,0,0,0
-1,21,0,13,1,10,1,8,1,3,1,2,0,-2,0,-5,-1,-7,-2,-7,-1,-7,0,-8,0,-8,0,-8,0,-8,0,1,0,0,0
5,-14,4,-12,3,-8,3,-6,1,-3,2,-2,1,0,0,1,-1,2,-2,6,-1,7,-3,8,-2,9,-3,10,-3,12,0,1,0,0,0
1,-14,0,-12,0,-9,-1,-6,-1,-5,-1,-3,0,-2,0,1,-1,3,0,4,0,6,0,7,1,10,0,13,1,14,0,1,0,0,0
0,8,1,6,1,6,1,5,0,4,0,3,0,2,0,0,-1,-1,-1,-2,-1,-2,-1,-4,-1,-6,-1,-8,-2,-9,0,1,0,0,0
-1,17,-1,12,-1,11,-1,10,-1,8,0,3,1,2,0,1,0,-1,1,-5,1,-7,0,-8,1,-9,2,-13,2,-16,0,1,0,0,0
-1,-10,-1,-8,0,-9,0,-6,0,-6,1,-3,-1,-3,-1,-3,0,0,-1,0,-1,3,-1,8,0,10,1,13,1,14,0,1,0,0,0
-1,-30,-1,-29,-1,-26,0,-15,-1,-12,0,-9,0,-6,0,-2,0,6,-1,10,0,14,0,22,1,25,1,26,1,28,0,1,0,0,0
2,43,2,33,1,31,2,26,2,20,2,14,2,3,1,-3,1,-8,-1,-11,-1,-20,-1,-25,-2,-28,-1,-34,-1,-41,0,1,0,0,0
1,15,0,13,-1,12,-1,8,0,6,0,5,0,3,-1,2,-1,0,-2,-2,0,-4,-1,-8,0,-13,0,-15,0,-17,0,1,0,0,0
3,14,1,13,1,12,1,11,0,9,1,6,-1,1,1,-2,0,-4,-1,-5,-1,-9,0,-11,0,-12,0,-14,-1,-15,0,1,0,0,0
-1,22,0,21,1,19,0,16,0,16,0,10,0,5,0,1,0,-1,0,-3,0,-13,-1,-15,0,-20,0,-26,0,-32,0,1,0,0,0
4,-15,5,-13,5,-10,4,-7,4,-6,0,0,0,1,0,2,-1,4,-2,4,-3,7,-2,8,-2,9,-3,9,-3,9,0,1,0,0,0
3,-17,2,-12,1,-9,1,-8,0,-7,0,-6,-1,-1,-1,0,0,2,0,3,-2,8,-3,9,-2,12,-2,16,-2,16,0,1,0,0,0
-3,-21,-3,-18,-3,-16,-3,-12,-1,-5,-1,-5,0,-5,0,-3,0,-1,1,7,2,10,3,12,3,14,4,22,3,25,0,1,0,0,0
4,-18,3,-13,3,-12,3,-11,2,-10,0,-6,0,-3,-2,3,-2,5,-2,8,-2,9,-2,9,-2,10,-3,10,-4,13,0,1,0,0,0
-1,28,-1,26,-3,23,0,17,0,16,1,12,0,3,1,0,0,-3,0,-5,1,-18,2,-20,3,-22,1,-25,2,-31,0,1,0,0,0
0,-14,0,-11,-1,-8,-1,-7,-1,-5,0,-4,0,-1,-1,1,0,2,0,4,0,5,1,8,0,11,1,12,1,13,0,1,0,0,0
-1,-11,0,-10,0,-9,0,-8,1,-6,0,-3,0,-1,0,1,0,3,0,4,-2,5,-1,8,-1,10,0,11,0,15,0,1,0,0,0
2,-16,2,-14,1,-12,0,-10,1,-7,1,-4,1,-3,0,-1,0,4,0,5,0,6,-1,7,-2,11,-2,12,-2,14,0,1,0,0,0
4,-19,4,-16,3,-14,4,-5,5,-3,5,-2,4,-1,3,3,2,5,-1,5,-3,7,-5,9,-5,11,-6,12,-8,12,0,1,0,0,0
-6,-19,-4,-12,-2,-10,-3,-11,-2,-5,-1,-1,0,0,0,1,2,4,2,6,1,8,4,10,4,11,5,11,6,11,0,1,0,0,0
-5,-18,-3,-16,-3,-13,-3,-11,0,-6,0,-3,-1,0,-1,1,1,5,1,7,2,9,2,9,3,10,3,11,3,11,0,1,0,0,0
1,18,0,16,1,13,-1,8,1,5,0,3,-1,2,-1,-2,0,-4,0,-5,0,-7,-1,-8,-1,-10,-2,-12,0,-14,0,1,0,0,0
2,41,2,35,2,24,1,18,1,13,-1,10,-1,1,-1,-4,-2,-7,-1,-13,-1,-20,-1,-20,-1,-23,-1,-26,0,-26,0,1,0,0,0
-1,-20,-1,-14,-1,-11,-1,-8,0,-7,0,0,0,2,0,3,-1,6,0,9,0,9,0,9,0,10,0,10,0,9,0,1,0,0,0
3,-14,1,-13,0,-14,0,-15,0,-14,0,-11,-1,-9,0,-1,-2,2,-1,4,-1,8,-2,10,-1,20,-1,21,0,24,0,1,0,0,0
0,15,0,14,0,12,-1,11,-1,9,-2,7,0,5,-1,1,0,-4,0,-6,0,-8,3,-13,2,-15,1,-16,1,-18,0,1,0,0,0
-1,-12,-1,-11,-1,-11,-1,-9,-1,-9,-1,-8,-1,-5,-1,-3,-1,1,1,8,1,8,2,8,2,10,2,12,3,20,0,1,0,0,0
2,-15,2,-12,2,-11,1,-9,1,-4,1,-3,1,-2,0,-1,-1,3,-1,4,-1,6,-1,8,-1,13,-1,13,-1,15,0,1,0,0,0
3,22,4,17,4,16,5,14,5,13,0,8,0,7,1,5,1,0,-1,-1,-3,-7,-2,-17,-3,-20,-4,-24,-4,-28,0,1,0,0,0
-1,18,-1,18,0,17,1,15,0,12,0,12,0,6,0,1,0,-3,0,-5,0,-7,0,-17,-1,-19,0,-24,0,-30,0,1,0,0,0
3,24,3,23,3,22,2,18,2,13,3,9,-2,7,-1,3,-4,1,-7,-6,-4,-17,-3,-24,0,-24,2,-22,0,-24,0,1,0,0,0
0,10,0,9,0,9,0,7,0,5,0,3,-1,2,0,0,0,-1,0,-3,0,-4,0,-6,0,-10,0,-12,0,-14,0,1,0,0,0
2,-26,2,-22,1,-20,2,-12,0,-7,0,-4,0,-1,2,1,2,4,0,8,-1,10,-1,11,-2,14,-4,19,-4,21,0,1,0,0,0
1,-16,1,-13,1,-12,1,-10,1,-8,0,-7,1,-3,1,1,0,1,0,5,0,7,0,9,0,10,-1,18,-1,20,0,1,0,0,0
1,-27,1,-24,0,-22,1,-14,-1,-11,0,-9,0,-5,-1,-3,0,7,0,8,1,11,-1,13,0,20,3,25,4,27,0,1,0,0,0
-1,-19,-1,-18,-2,-13,-2,-12,-1,-10,0,-7,1,-4,0,-1,1,1,2,5,2,9,2,11,2,14,1,16,2,25,0,1,0,0,0
1,28,-1,25,-1,16,-1,14,0,11,0,9,1,4,1,-1,-1,-3,1,-5,0,-11,1,-19,2,-22,2,-24,2,-29,0,1,0,0,0
-5,-21,-5,-18,-3,-17,-1,-16,0,-15,2,-5,0,-1,2,1,2,4,3,10,2,13,3,14,2,16,3,17,2,22,0,1,0,0,0
0,-15,-1,-14,-1,-13,-1,-10,-1,-9,-2,-4,-2,-3,-1,-1,0,2,1,5,0,8,1,10,2,14,2,18,2,20,0,1,0,0,0
-1,13,-1,11,-2,10,-1,9,0,5,0,2,0,0,0,-2,0,-3,0,-4,-1,-7,-1,-8,-1,-8,-1,-10,0,-11,0,1,0,0,0
1,28,0,25,0,25,0,19,0,14,0,10,0,8,0,6,0,-4,-1,-6,0,-11,0,-17,0,-23,0,-34,-1,-40,0,1,0,0,0
0,-11,-1,-11,-2,-7,-1,-4,0,-4,0,-2,0,0,1,-1,1,2,1,2,2,5,0,5,0,5,1,8,0,8,0,1,0,0,0
-1,-11,1,-8,0,-7,0,-6,0,-5,0,-5,-1,-3,-1,-2,-1,-1,1,4,1,7,1,8,0,9,0,10,0,13,0,1,0,0,0
-4,-27,-3,-26,-2,-26,-1,-17,0,-16,1,-15,0,-11,1,-7,1,1,1,3,2,7,1,19,2,29,2,41,3,46,0,1,0,0,0
-2,30,-4,27,-1,21,-1,20,0,16,-1,7,0,4,-1,1,-1,-1,0,-14,1,-16,2,-18,0,-21,1,-27,1,-29,0,1,0,0,0
3,-21,1,-18,4,-13,2,-5,2,-3,1,-1,0,1,1,3,0,5,-1,6,-1,8,-2,9,-3,10,-3,11,-4,11,0,1,0,0,0
-1,22,-3,21,-2,20,-1,15,-1,10,-1,9,-1,6,-1,5,-1,1,1,-10,0,-11,1,-17,3,-20,2,-24,3,-25,0,1,0,0,0
0,9,0,7,0,6,0,4,0,3,1,2,1,0,1,-3,0,-4,0,-4,0,-4,0,-4,0,-4,0,-3,0,-3,0,1,0,0,0
1,13,0,11,-1,9,-1,8,-1,5,0,4,0,3,0,1,-2,0,-2,-1,0,-6,0,-8,0,-10,0,-11,2,-14,0,1,0,0,0
3,-11,3,-10,2,-8,2,-8,1,-7,1,-4,0,-1,0,1,-1,1,-2,4,-1,5,-1,6,-2,9,-3,10,-3,13,0,1,0,0,0
-6,-24,-5,-24,-5,-17,-5,-11,-5,-11,-6,-7,-4,0,-4,2,5,1,5,2,3,8,5,15,6,17,8,20,8,22,0,1,0,0,0
-1,16,0,15,-1,9,-1,8,-1,8,-1,5,-1,0,-1,-1,-1,-2,-1,-4,0,-9,1,-10,0,-11,0,-13,1,-17,0,1,0,0,0
2,-20,3,-17,4,-11,3,-5,5,-3,5,-2,3,0,-1,4,-1,5,-2,7,-2,7,-2,9,-3,10,-3,10,-4,10,0,1,0,0,0
2,-16,2,-13,3,-11,4,-9,4,-6,3,-3,3,-2,-1,4,-1,5,-1,6,-2,8,-3,8,-4,11,-3,12,-3,13,0,1,0,0,0
4,-12,3,-10,3,-10,2,-9,2,-6,1,-3,1,-1,0,-1,-1,2,0,3,0,4,-1,7,-2,8,-2,11,-2,13,0,1,0,0,0
1,-28,2,-22,0,-21,0,-17,0,-13,2,-12,0,-3,0,2,0,7,0,9,2,12,0,18,1,22,-1,24,-4,28,0,1,0,0,0
2,15,2,12,2,10,1,7,2,6,1,5,1,3,1,1,1,-3,1,-3,0,-4,-4,-8,-2,-12,-2,-14,-4,-17,0,1,0,0,0
7,23,7,21,5,17,5,15,1,5,1,4,0,0,-1,-7,-2,-7,-2,-11,-2,-12,-3,-12,-3,-12,-3,-12,-3,-12,0,1,0,0,0
0,-12,-1,-7,-1,-6,-1,-5,-1,-4,-1,-3,0,-2,0,-1,0,0,1,2,0,5,0,7,0,9,0,11,0,12,0,1,0,0,0
0,-15,1,-11,1,-9,2,-7,2,-6,1,-4,1,-4,1,-2,1,1,1,3,-1,5,-1,6,-1,10,-1,12,-2,14,0,1,0,0,0
2,-17,1,-12,1,-11,2,-9,2,-8,0,-3,-1,-2,0,1,0,5,0,5,0,6,-1,8,-1,11,0,13,0,15,0,1,0,0,0
-2,-18,-2,-17,-2,-16,-1,-15,-3,-13,-4,-7,-3,-5,-2,-4,-1,-1,1,1,1,4,-1,13,0,15,4,24,6,33,0,1,0,0,0
1,27,0,23,0,19,0,7,0,5,0,4,0,-5,0,-6,0,-8,0,-9,0,-11,0,-12,1,-12,1,-12,1,-13,0,1,0,0,0
-5,19,-3,16,-2,15,-2,15,-2,13,-1,8,0,7,0,6,0,4,-1,0,-1,-7,0,-14,2,-26,4,-30,3,-30,0,1,0,0,0
1,38,0,33,0,30,-2,27,-2,23,-1,5,-3,2,-1,-2,1,-11,1,-17,2,-19,3,-22,3,-26,3,-27,3,-29,0,1,0,0,0
-2,14,-2,13,-1,8,-1,7,-1,6,-1,5,-1,4,-1,-2,-1,-3,0,-4,0,-5,0,-6,2,-13,2,-14,3,-15,0,1,0,0,0
2,-15,1,-12,2,-11,2,-10,1,-7,0,-6,0,-3,0,-1,-1,1,-2,3,-1,6,-1,9,-1,10,-2,12,-2,17,0,1,0,0,0
1,9,2,8,2,7,2,6,2,5,1,4,0,0,1,-1,1,-1,0,-1,-1,-2,-1,-4,-2,-10,-3,-11,-3,-12,0,1,0,0,0
2,18,3,17,3,17,3,12,3,10,0,7,1,6,-3,3,-2,-1,0,-4,-1,-12,-2,-15,-3,-17,-1,-21,-3,-23,0,1,0,0,0
-6,21,-5,21,-5,21,-4,16,-4,14,-3,12,1,9,1,7,3,4,3,-4,3,-10,2,-15,5,-28,6,-33,5,-39,0,1,0,0,0
-5,32,-4,25,-2,13,0,9,-1,9,0,4,1,-5,1,-6,2,-5,2,-6,2,-9,1,-11,1,-13,2,-18,0,-20,0,1,0,0,0
0,11,0,11,0,10,0,8,0,7,0,6,0,4,2,1,1,0,1,-3,0,-5,0,-11,-1,-13,-1,-15,0,-17,0,1,0,0,0
0,-13,-1,-10,-1,-8,0,-6,0,-3,-1,0,0,1,0,3,0,5,1,6,1,7,1,7,1,7,1,6,1,4,0,1,0,0,0
-3,-11,-3,-10,-3,-7,-2,-7,-1,-4,-1,-2,-1,-1,0,-1,0,0,1,4,1,6,2,8,2,9,1,11,1,11,0,1,0,0,0
0,-15,0,-13,0,-11,0,-9,0,-8,-2,-7,-1,-4,-1,-2,0,-1,0,3,1,8,0,11,1,13,3,15,3,21,0,1,0,0,0
-1,-17,-1,-16,-3,-15,-2,-12,-2,-10,-1,-9,-1,-5,0,0,-1,3,0,5,2,7,2,13,2,16,2,19,3,20,0,1,0,0,0
0,-28,0,-23,0,-18,0,-17,1,-11,-1,-10,-1,-6,-1,-2,1,-1,-1,8,-1,13,-1,18,-1,20,1,23,-1,29,0,1,0,0,0
-1,16,-2,16,-3,15,-2,14,-1,4,-1,2,0,-1,0,-2,0,-3,1,-5,1,-9,1,-9,2,-10,2,-14,2,-15,0,1,0,0,0
-5,24,-1,20,-2,18,-1,16,-1,14,-3,11,0,5,0,4,1,0,0,-9,1,-12,0,-15,0,-17,1,-30,2,-32,0,1,0,0,0
2,-28,4,-27,2,-18,2,-13,2,-8,2,-6,4,-3,2,3,3,7,1,9,-2,13,-4,16,-4,17,-4,18,-4,20,0,1,0,0,0
1,14,2,11,1,10,0,7,0,5,0,5,0,4,1,3,0,-3,0,-4,0,-4,0,-7,0,-12,0,-13,0,-14,0,1,0,0,0
1,24,4,19,4,17,5,15,5,13,3,9,3,7,-1,-3,-1,-4,-2,-8,-3,-15,-4,-15,-4,-19,-4,-20,-5,-20,0,1,0,0,0
1,-14,1,-13,1,-11,0,-9,0,-6,0,-5,0,-3,0,-1,-1,0,0,4,0,8,-1,8,-1,12,-1,14,-1,16,0,1,0,0,0
-10,-18,-1,-19,-1,-18,-3,-12,-1,-5,0,-3,2,0,2,2,2,2,2,6,3,6,5,9,1,16,2,19,3,19,0,1,0,0,0
0,-13,-1,-10,-1,-9,-1,-7,0,-6,0,-3,-1,-1,0,0,0,2,0,3,1,6,0,9,1,10,1,11,2,15,0,1,0,0,0
-2,18,-3,17,-2,16,-1,6,-1,4,0,1,0,0,0,-1,1,-3,1,-7,1,-7,2,-8,2,-12,2,-13,2,-14,0,1,0,0,0
2,-10,1,-12,1,-12,1,-10,0,-8,0,-8,-1,-8,-1,-3,-1,2,-1,3,0,9,-2,10,-2,14,-2,18,0,19,0,1,0,0,0
-2,-15,-3,-14,-1,-14,-1,-13,-2,-10,-2,-9,-2,-5,-2,-3,-2,4,-1,4,-1,5,3,5,3,17,4,19,4,22,0,1,0,0,0
-2,19,-1,13,1,10,0,6,1,5,1,3,-1,0,-1,-4,1,-7,2,-7,2,-6,2,-6,1,-6,1,-7,0,-7,0,1,0,0,0
-2,12,-2,11,-1,10,-1,8,0,5,1,4,1,2,1,1,1,-5,2,-6,2,-7,2,-8,2,-9,1,-10,0,-14,0,1,0,0,0
-3,-19,-2,-19,0,-16,-4,-9,-3,-6,-2,-6,-3,-5,-2,7,-1,7,0,7,0,8,2,9,4,11,4,12,3,12,0,1,0,0,0
-1,-24,0,-23,1,-21,-2,-12,-2,-9,-2,-7,-2,-4,-1,1,-1,7,-1,8,-1,11,1,15,1,18,2,21,3,21,0,1,0,0,0
